1,-3.188396,55.944425,340,-3.1881140922137643,55.944322393957,null
2,-3.1881140922137643,55.944322393957,340,-3.1878321844275286,55.944219787914,null
3,-3.1878321844275286,55.944219787914,340,-3.187550276641293,55.944117181871,bound.ends.matter
4,-3.187550276641293,55.944117181871,60,-3.1874002766412928,55.944376989492135,only.fairly.rift
5,-3.1874002766412928,55.944376989492135,50,-3.187207440358387,55.94460680282507,null
6,-3.187207440358387,55.94460680282507,10,-3.186911998032483,55.94465889727837,null
7,-3.186911998032483,55.94465889727837,30,-3.1866521904113476,55.94480889727837,null
8,-3.1866521904113476,55.94480889727837,30,-3.186392382790212,55.94495889727837,null
9,-3.186392382790212,55.94495889727837,150,-3.1866521904113476,55.94510889727837,dragon.bottle.crisp
10,-3.1866521904113476,55.94510889727837,130,-3.1868450266942534,55.9453387106113,spent.spoon.bolt
11,-3.1868450266942534,55.9453387106113,40,-3.1866152133613177,55.94553154689421,null
12,-3.1866152133613177,55.94553154689421,40,-3.186385400028382,55.945724383177115,posts.kicked.universally
13,-3.186385400028382,55.945724383177115,30,-3.1861255924072465,55.94587438317711,null
14,-3.1861255924072465,55.94587438317711,30,-3.185865784786111,55.94602438317711,renew.slows.basket
15,-3.185865784786111,55.94602438317711,330,-3.1856059771649754,55.94587438317711,null
16,-3.1856059771649754,55.94587438317711,330,-3.18534616954384,55.945724383177115,null
17,-3.18534616954384,55.945724383177115,330,-3.1850863619227043,55.94557438317712,null
18,-3.1850863619227043,55.94557438317712,330,-3.184826554301569,55.94542438317712,null
19,-3.184826554301569,55.94542438317712,340,-3.184544646515333,55.94532177713412,settle.title.united
20,-3.184544646515333,55.94532177713412,280,-3.184492552062033,55.94502633480821,sports.topic.clocks
21,-3.184492552062033,55.94502633480821,220,-3.184722365394969,55.944833498525306,null
22,-3.184722365394969,55.944833498525306,210,-3.1849821730161043,55.94468349852531,slide.leads.stores
23,-3.1849821730161043,55.94468349852531,290,-3.1848795669731067,55.94440159073907,null
24,-3.1848795669731067,55.94440159073907,290,-3.184776960930109,55.94411968295283,null
25,-3.184776960930109,55.94411968295283,300,-3.184626960930109,55.9438598753317,rider.mile.lime
26,-3.184626960930109,55.9438598753317,220,-3.1848567742630447,55.94366703904879,null
27,-3.1848567742630447,55.94366703904879,220,-3.1850865875959804,55.943474202765884,null
28,-3.1850865875959804,55.943474202765884,220,-3.185316400928916,55.94328136648298,null
29,-3.185316400928916,55.94328136648298,220,-3.185546214261852,55.94308853020007,toned.deflection.bland
30,-3.185546214261852,55.94308853020007,100,-3.185598308715152,55.94338397252598,null
31,-3.185598308715152,55.94338397252598,90,-3.185598308715152,55.94368397252598,null
32,-3.185598308715152,55.94368397252598,100,-3.185650403168452,55.94397941485189,null
33,-3.185650403168452,55.94397941485189,90,-3.185650403168452,55.94427941485189,atoms.vanish.foods
34,-3.185650403168452,55.94427941485189,150,-3.1859102107895874,55.94442941485189,null
35,-3.1859102107895874,55.94442941485189,150,-3.186170018410723,55.94457941485189,null
36,-3.186170018410723,55.94457941485189,160,-3.1864519261969586,55.94468202089489,rated.fired.crowds
37,-3.1864519261969586,55.94468202089489,200,-3.1867338339831943,55.94457941485189,null
38,-3.1867338339831943,55.94457941485189,190,-3.187029276309098,55.944527320398585,null
39,-3.187029276309098,55.944527320398585,190,-3.187324718635002,55.94447522594528,null
40,-3.187324718635002,55.94447522594528,280,-3.187272624181702,55.944179783619376,null
41,-3.187272624181702,55.944179783619376,280,-3.187220529728402,55.94388434129347,null
42,-3.187220529728402,55.94388434129347,280,-3.187168435275102,55.94358889896756,null
43,-3.187168435275102,55.94358889896756,280,-3.187116340821802,55.943293456641655,null
44,-3.187116340821802,55.943293456641655,280,-3.187064246368502,55.94299801431575,valve.elaborate.fortunate
45,-3.187064246368502,55.94299801431575,200,-3.1873461541547377,55.94289540827275,null
46,-3.1873461541547377,55.94289540827275,200,-3.1876280619409734,55.94279280222975,panic.squad.danger
47,-3.1876280619409734,55.94279280222975,80,-3.1875759674876734,55.94308824455565,null
48,-3.1875759674876734,55.94308824455565,80,-3.1875238730343733,55.94338368688156,null
49,-3.1875238730343733,55.94338368688156,90,-3.1875238730343733,55.94368368688156,begins.spider.drips
50,-3.1875238730343733,55.94368368688156,200,-3.187805780820609,55.94358108083856,scare.cubs.resort
